"nonecholoc","loc","nmethods","ccomdeep","ccom","nest","hvol","nIncomingCalls","nIncomingCallsUniq","nOutgoingInternCalls","nOutgoingExternFlsCalled","nOutgoingExternFlsCalledUniq","nOutgoingExternCallsUniq","IsVulnerable"
60,60,4,10,10,3,562.12155,5,3,0,4,2,2,0
13,13,4,1,1,0,73.893605,12,7,0,0,0,0,0
13,13,4,1,1,0,73.893605,12,7,0,0,0,0,0
22,22,7,1,1,0,75.825406,4,2,0,0,0,0,0
47,47,7,1,1,0,301.007445,1,1,3,4,2,12,0
15,15,0,3,3,1,80.405073,0,0,0,2,2,4,0
45,45,0,8,8,3,327.951529,0,0,0,6,4,5,0
81,81,0,10,10,2,721.319973,0,0,0,12,7,14,0
397,415,0,93,93,6,6705.808767,0,0,0,16,9,23,0
49,49,0,15,15,4,432.872753,0,0,0,9,5,8,0
26,27,0,4,4,2,238.354037,0,0,0,2,2,2,0
21,21,1,7,7,4,129.555315,0,0,0,0,0,0,0
9,9,1,3,3,1,39.550042,0,0,0,0,0,0,0
15,15,3,3,3,1,97.645121,5,5,0,0,0,0,0
9,9,1,2,2,1,68.113962,0,0,0,1,1,1,0
7,7,1,1,1,0,29.112182,0,0,0,1,1,1,0
9,9,1,2,2,1,68.113962,0,0,0,1,1,1,0
43,43,1,14,14,3,417.544683,0,0,0,1,1,1,0
41,41,2,11,11,2,350.198766,0,0,0,2,2,1,0
4,4,1,1,1,0,6.931472,0,0,0,0,0,0,0
7,7,1,1,1,0,83.494534,0,0,0,1,1,1,0
7,7,1,1,1,0,63.719513,0,0,0,1,1,1,0
6,6,1,2,2,1,24.953299,0,0,0,0,0,0,0
6,6,1,1,1,0,20.794415,0,0,0,3,1,3,0
21,21,1,8,8,2,166.355323,0,0,0,2,2,2,0
105,105,4,20,20,5,1280.22863,18,16,0,11,5,35,0
104,104,4,32,32,3,879.339035,112,85,2,1,1,2,0
6,6,0,1,1,0,0,0,0,0,0,0,0,0
77,77,3,2,2,1,730.398132,7,4,1,0,0,0,0
53,53,2,9,9,6,283.454399,2,2,1,0,0,0,0
4,4,0,1,1,0,3.295837,0,0,0,0,0,0,1
156,197,1,37,37,4,2043.088594,0,0,1,30,20,30,0
267,289,3,54,54,5,3966.418578,0,0,3,18,10,42,0
317,341,0,58,58,8,5457.959578,0,0,0,21,8,84,0
753,754,39,111,111,5,14930.80714,50,16,33,66,12,215,1
5,5,0,2,2,1,5.545177,0,0,0,0,0,0,0
16,16,0,3,3,1,82.444291,0,0,0,1,1,1,0
143,143,8,18,18,3,1630.131004,6,1,2,20,9,26,1
28,28,0,6,6,3,277.051542,0,0,0,4,2,16,0
112,138,0,16,16,6,2204.159397,0,0,0,11,6,27,0
7,10,0,2,2,1,32.188758,0,0,0,0,0,0,0
42,45,0,8,8,2,672.156544,0,0,0,7,5,17,0
66,66,1,10,10,3,782.25588,0,0,1,13,5,28,0
37,37,1,3,3,2,424.221137,0,0,1,7,3,16,0
31,33,1,5,5,1,323.223837,0,0,1,4,2,15,0
129,134,0,20,20,4,936.444761,0,0,0,11,7,15,0
32,32,0,10,10,3,299.744881,0,0,0,6,6,4,0
19,21,1,6,6,3,160.734208,0,0,1,0,0,0,0
15,16,0,2,2,1,58.993835,0,0,0,0,0,0,0
92,110,0,21,21,3,1048.220529,0,0,0,18,12,16,0
55,55,0,5,5,2,446.418337,0,0,0,3,3,2,0
248,255,0,49,49,6,3123.807338,0,0,0,22,14,26,1
82,82,0,10,10,4,829.762655,0,0,0,26,14,14,0
24,24,0,3,3,2,200.217391,0,0,0,1,1,1,0
8,9,0,1,1,0,12.875503,0,0,0,0,0,0,0
1483,1491,6,213,213,7,22034.474772,0,0,6,42,11,255,1
46,49,0,5,5,2,549.437434,0,0,0,14,8,12,0
202,247,0,41,41,8,2402.657287,0,0,0,32,15,59,0
8,8,0,1,1,0,9.704061,0,0,0,1,1,1,0
360,407,0,47,47,6,3876.772181,0,0,0,13,6,50,0
638,674,0,111,111,8,11621.770642,0,0,0,29,8,78,0
32,43,0,7,7,3,309.895019,0,0,0,2,2,4,0
40,40,0,7,7,5,176.748204,0,0,0,17,14,13,0
18,20,0,3,3,1,123.666437,0,0,0,10,6,8,0
29,29,0,5,5,1,106.943755,0,0,0,2,2,2,0
115,125,0,20,20,2,1420.292958,0,0,0,29,13,39,1
10,11,0,2,2,1,75.890496,0,0,0,1,1,1,0
27,28,0,5,5,3,234.977935,0,0,0,11,8,9,0
13,16,0,3,3,1,79.517013,0,0,0,5,5,3,0
133,133,14,24,24,3,1589.37381,96,58,7,12,10,23,0
67,67,7,10,10,2,593.839348,16,15,3,7,5,5,0
304,304,13,60,60,5,3439.372831,43,37,7,50,26,52,0
104,124,11,23,23,3,1512.465362,19,3,0,4,3,3,0
108,108,7,16,16,2,835.895176,11,6,1,4,4,3,0
101,101,0,2,2,1,81.297309,0,0,0,0,0,0,0
27,28,1,5,5,3,283.261073,2,2,0,14,9,12,0
156,156,0,1,1,0,0,0,0,0,0,0,0,0
220,221,8,48,48,3,2315.940404,8,2,2,23,12,58,0
156,156,11,36,36,4,1862.984976,2,2,3,6,4,14,0
14,14,0,3,3,1,82.163187,0,0,0,1,1,1,0
3,4,0,1,1,0,3.295837,0,0,0,0,0,0,1
317,323,0,85,85,8,4802.867766,0,0,0,56,20,83,1
130,130,0,32,32,5,1219.183696,0,0,0,14,9,22,0
89,89,0,14,14,5,890.773966,0,0,0,26,12,29,0
565,627,0,130,130,20,10164.651469,0,0,0,43,16,63,0
142,142,0,34,34,5,1689.408495,0,0,0,17,11,30,0
36,36,0,11,11,3,270.134576,0,0,0,5,4,5,0
10,11,0,1,1,0,16.094379,0,0,0,0,0,0,0
120,130,0,27,27,4,1351.476439,0,0,0,39,18,39,0
35,35,0,7,7,3,309.058848,0,0,0,10,7,17,0
338,369,1,54,54,4,4880.807072,0,0,1,40,22,83,0
200,229,0,52,52,7,3134.758834,0,0,0,26,12,37,1
280,300,2,64,64,6,4349.002379,0,0,2,32,12,91,0
222,222,0,53,53,7,2716.877651,0,0,0,40,15,46,0
78,78,0,16,16,4,384.696685,0,0,0,2,2,3,0
189,201,0,40,40,8,3154.308167,0,0,0,19,8,29,1
12,12,0,1,1,0,36.841361,0,0,0,1,1,1,1
379,432,0,84,84,10,7576.70276,0,0,0,33,14,88,0
341,370,1,68,68,5,5437.644285,0,0,1,26,14,46,1
125,143,0,17,17,2,1274.946005,0,0,0,5,5,33,0
3,3,0,1,1,0,1.386294,0,0,0,0,0,0,0
47,47,0,2,2,1,51.961025,0,0,0,1,1,1,0
38,42,0,5,5,1,328.007678,0,0,0,4,4,2,0
1,2,0,1,1,0,0,0,0,0,0,0,0,0
126,144,0,17,17,2,1309.338406,0,0,0,5,5,33,0
3,3,0,1,1,0,1.386294,0,0,0,0,0,0,0
45,45,0,1,1,0,0,0,0,0,0,0,0,0
10,12,0,1,1,0,71.254548,0,0,0,1,1,1,0
24,28,0,4,4,2,225.755584,0,0,0,1,1,1,0
51,51,0,13,13,3,646.888203,0,0,0,8,6,11,1
49,50,0,13,13,4,427.910017,0,0,0,18,10,16,0
72,79,0,15,15,3,627.928496,0,0,0,11,8,9,1
24,24,0,2,2,1,104.053383,0,0,0,6,5,4,0
